,TICKER,DATE,PX_TO_BOOK_RATIO,PE_RATIO,EQY_WEIGHTED_AVG_PX,FNCL_LVRG,NET_DEBT_TO_SHRHLDR_EQTY
0,C US Equity,9/30/2003,1.6727,10.2084,306.411,12.8601,481.5031
1,C US Equity,10/31/2003,1.7551,10.7111,321.2651,,
2,C US Equity,11/28/2003,1.7414,10.6275,318.3881,,
3,C US Equity,11/30/2003,,,,,
4,C US Equity,12/31/2003,1.7456,9.5616,326.9554,12.9458,497.8574
5,C US Equity,1/30/2004,1.794,9.8266,336.0558,,
6,C US Equity,2/27/2004,1.8222,9.9815,341.544,,
7,C US Equity,2/29/2004,,,,,
8,C US Equity,3/31/2004,1.8076,9.8926,352.7182,13.0617,555.9636
9,C US Equity,4/30/2004,1.6953,9.2784,331.5194,,
10,C US Equity,5/28/2004,,,,,
11,C US Equity,5/31/2004,1.6368,8.9582,318.8632,,
12,C US Equity,6/30/2004,1.7024,8.4945,318.9528,13.7117,618.1363
13,C US Equity,7/30/2004,1.629,8.1279,305.5491,,
14,C US Equity,8/27/2004,,,,,
15,C US Equity,8/31/2004,1.721,8.5869,321.7225,,
16,C US Equity,9/30/2004,1.5523,8.0057,306.2415,14.2063,410.6718
17,C US Equity,10/29/2004,1.5755,8.125,310.0856,,
18,C US Equity,11/26/2004,,,,,
19,C US Equity,11/30/2004,1.589,8.1946,313.3667,,
20,C US Equity,12/31/2004,1.6186,8.6639,336.6847,13.881,582.2721
21,C US Equity,1/31/2005,1.6478,8.8204,343.3944,,
22,C US Equity,2/25/2005,,,,,
23,C US Equity,2/28/2005,1.6174,8.6579,337.9428,,
24,C US Equity,3/31/2005,1.5081,7.9492,317.5227,13.6687,574.6698
25,C US Equity,4/29/2005,1.5907,8.3849,330.7182,,
26,C US Equity,5/27/2005,,,,,
27,C US Equity,5/31/2005,1.5958,8.4117,336.168,,
28,C US Equity,6/30/2005,1.5216,8.5105,331.4575,13.7251,606.4996
29,C US Equity,7/29/2005,1.446,8.0881,313.9388,,
30,C US Equity,8/26/2005,,,,,
31,C US Equity,8/31/2005,1.455,8.1383,312.7775,,
32,C US Equity,9/30/2005,1.4967,8.4419,327.4737,13.5681,612.9921
33,C US Equity,10/31/2005,1.5053,8.4901,330.8503,,
34,C US Equity,11/25/2005,,,,,
35,C US Equity,11/30/2005,1.6119,9.0916,354.7532,,
36,C US Equity,12/30/2005,1.5762,9.0879,352.1301,,
37,C US Equity,12/31/2005,,,,13.3566,617.8332
38,C US Equity,1/31/2006,1.5129,8.7227,339.5089,,
39,C US Equity,2/24/2006,,,,,
40,C US Equity,2/28/2006,1.5221,8.7762,341.2853,,
41,C US Equity,3/31/2006,1.5202,8.8028,347.6833,13.7003,658.6219
42,C US Equity,4/28/2006,1.6244,9.4063,368.1878,,
43,C US Equity,5/26/2006,,,,,
44,C US Equity,5/31/2006,1.6033,9.2839,365.0066,,
45,C US Equity,6/30/2006,1.5467,8.7744,359.1959,14.1005,667.3199
46,C US Equity,7/31/2006,1.5487,8.7853,358.8735,,
47,C US Equity,8/25/2006,,,,,
48,C US Equity,8/31/2006,1.5981,9.0656,370.1848,,
49,C US Equity,9/29/2006,1.5653,8.9275,373.3773,,
50,C US Equity,9/30/2006,,,,14.5824,733.2516
51,C US Equity,10/31/2006,1.5807,9.0155,376.5893,,
52,C US Equity,11/24/2006,,,,,
53,C US Equity,11/30/2006,1.5782,9.0011,375.6571,,
54,C US Equity,12/29/2006,1.7434,9.9904,422.624,,
55,C US Equity,12/31/2006,,,,15.2211,488.7446
56,C US Equity,1/31/2007,1.7256,9.8882,414.142,,
57,C US Equity,2/23/2007,,,,,
58,C US Equity,2/28/2007,1.5922,9.1238,385.3318,,
59,C US Equity,3/30/2007,1.6032,9.0842,392.723,,
60,C US Equity,3/31/2007,,,,16.0987,863.1996
61,C US Equity,4/30/2007,1.6744,9.4876,413.1545,,
62,C US Equity,5/25/2007,,,,,
63,C US Equity,5/31/2007,1.7186,9.7384,421.4822,,
64,C US Equity,6/29/2007,1.5492,8.7999,396.8876,,
65,C US Equity,6/30/2007,,,,17.0878,927.7549
66,C US Equity,7/31/2007,1.4066,7.99,365.3958,,
67,C US Equity,8/31/2007,1.4325,8.137,365.771,,
68,C US Equity,9/28/2007,1.4307,9.4437,364.4454,,
69,C US Equity,9/30/2007,,,,18.0233,1000.2329
70,C US Equity,10/31/2007,1.2845,8.4785,327.4754,,
71,C US Equity,11/30/2007,1.0342,6.8262,264.4014,,
72,C US Equity,12/31/2007,1.0256,29.1187,231.3619,18.6736,733.9145
73,C US Equity,1/31/2008,0.9927,28.1861,223.6433,,
74,C US Equity,2/29/2008,0.8356,23.7235,193.0173,,
75,C US Equity,3/31/2008,0.8271,20.8419,169.3741,19.4796,677.0128
76,C US Equity,4/30/2008,0.9757,,203.7631,,
77,C US Equity,5/30/2008,0.856,,179.1656,,
78,C US Equity,5/31/2008,,,,,
79,C US Equity,6/30/2008,0.6789,,136.1006,19.7425,586.0394
80,C US Equity,7/31/2008,0.7702,,153.8097,,
81,C US Equity,8/29/2008,0.7826,,155.9683,,
82,C US Equity,8/31/2008,,,,,
83,C US Equity,9/30/2008,0.9346,,167.1539,19.991,592.3712
84,C US Equity,10/31/2008,0.6298,,112.4333,,
85,C US Equity,11/28/2008,0.3825,,67.2804,,
86,C US Equity,11/30/2008,,,,,
87,C US Equity,12/31/2008,0.4303,,56.9047,23.5171,382.7169
88,C US Equity,1/30/2009,0.2282,,31.0156,,
89,C US Equity,2/27/2009,0.0964,,13.2954,,
90,C US Equity,3/27/2009,,,,,
91,C US Equity,3/31/2009,0.1675,,21.06,26.7397,258.2887
92,C US Equity,4/30/2009,0.202,,26.3911,,
93,C US Equity,5/29/2009,0.2463,,31.0086,,
94,C US Equity,6/26/2009,,,,,
95,C US Equity,6/30/2009,0.1755,,24.9232,24.857,221.4604
96,C US Equity,7/31/2009,0.1874,,25.919,,
97,C US Equity,8/31/2009,0.2955,,41.894,,
98,C US Equity,9/25/2009,,,,,
99,C US Equity,9/30/2009,0.6592,,39.168,17.1012,214.4387
100,C US Equity,10/30/2009,0.557,,34.5845,,
101,C US Equity,11/30/2009,0.5598,,34.3165,,
102,C US Equity,12/31/2009,0.5179,,27.9447,12.786,171.1659
103,C US Equity,1/29/2010,0.5195,,27.6923,,
104,C US Equity,2/26/2010,0.532,,28.5224,,
105,C US Equity,3/31/2010,0.6421,,34.0235,12.7147,298.1571
106,C US Equity,4/30/2010,0.6928,,37.3925,,
107,C US Equity,5/31/2010,0.6278,,33.4406,,
108,C US Equity,6/30/2010,0.5903,,31.8213,12.8921,262.1178
109,C US Equity,7/30/2010,0.6437,,34.2969,,
110,C US Equity,8/31/2010,0.5823,,30.8596,,
111,C US Equity,9/30/2010,0.5847,11.4303,33.104,12.3652,230.6496
112,C US Equity,10/29/2010,0.6236,12.1904,34.8813,,
113,C US Equity,11/30/2010,0.6281,12.2781,35.046,,
114,C US Equity,12/31/2010,0.7052,10.4067,39.6339,11.9635,201.146
115,C US Equity,1/31/2011,0.7186,10.6047,40.0003,,
116,C US Equity,2/28/2011,0.6977,10.2967,39.3819,,
117,C US Equity,3/31/2011,0.633,10.2155,37.0412,11.5661,188.6362
118,C US Equity,4/29/2011,0.6573,10.6084,38.1794,,
119,C US Equity,5/31/2011,0.5894,9.5129,34.4237,,
120,C US Equity,6/30/2011,0.5779,9.1815,34.8864,11.2592,174.6452
121,C US Equity,7/29/2011,0.5322,8.456,32.06,,
122,C US Equity,8/31/2011,0.431,6.8482,26.0862,,
123,C US Equity,9/30/2011,0.3542,5.3867,21.8767,11.0237,160.5932
124,C US Equity,10/31/2011,0.4369,6.6432,26.979,,
125,C US Equity,11/30/2011,0.3802,5.7809,22.5155,,
126,C US Equity,12/30/2011,0.3631,6.2672,22.1544,,
127,C US Equity,12/31/2011,,,,10.7455,135.037
128,C US Equity,1/31/2012,0.424,7.3177,25.6785,,
129,C US Equity,2/29/2012,0.46,7.9395,28.1309,,
130,C US Equity,3/30/2012,0.4948,8.1934,30.6228,,
131,C US Equity,3/31/2012,,,,10.6359,126.4703
132,C US Equity,4/30/2012,0.4474,7.4077,27.6657,,
133,C US Equity,5/31/2012,0.359,5.9446,22.049,,
134,C US Equity,6/29/2012,0.367,6.1376,22.9101,,
135,C US Equity,6/30/2012,,,,10.5746,123.7254
136,C US Equity,7/31/2012,0.3633,6.0749,22.7029,,
137,C US Equity,8/31/2012,0.398,6.6551,25.01,,
138,C US Equity,9/28/2012,0.4315,6.7874,27.4761,,
139,C US Equity,9/30/2012,,,,10.3977,102.6137
140,C US Equity,10/31/2012,0.4931,7.7561,31.1952,,
141,C US Equity,11/30/2012,0.4561,7.173,29.0861,,
142,C US Equity,12/31/2012,0.539,7.0445,32.8668,10.1783,117.0903
143,C US Equity,1/31/2013,0.5745,7.5092,35.2754,,
144,C US Equity,2/28/2013,0.572,7.4754,35.4059,,
145,C US Equity,3/29/2013,0.5938,7.6797,37.149,,
146,C US Equity,3/31/2013,,,,9.9451,95.4797
147,C US Equity,4/30/2013,0.6263,8.0998,39.191,,
148,C US Equity,5/31/2013,0.698,9.027,44.2529,,
149,C US Equity,6/28/2013,0.6389,7.8682,40.3083,,
150,C US Equity,6/30/2013,,,,9.8617,90.203
151,C US Equity,7/31/2013,0.6944,8.5522,43.914,,
152,C US Equity,8/30/2013,0.6438,7.9288,40.452,,
153,C US Equity,9/30/2013,0.6314,8.0404,40.6556,9.7705,72.326
154,C US Equity,10/31/2013,0.635,8.0867,41.2571,,
155,C US Equity,11/29/2013,0.6889,8.7731,44.6873,,
156,C US Equity,12/31/2013,0.6707,8.9552,43.6566,9.6131,69.3048
157,C US Equity,1/31/2014,0.6106,8.1527,40.0321,,
158,C US Equity,2/28/2014,0.626,8.3589,40.861,,
159,C US Equity,3/31/2014,0.6034,8.1118,40.0193,9.4651,68.4273
160,C US Equity,4/30/2014,0.6073,8.1646,40.3511,,
161,C US Equity,5/30/2014,0.6031,8.1084,39.8832,,
162,C US Equity,6/30/2014,0.5926,10.6522,39.577,9.4254,79.3725
163,C US Equity,7/31/2014,0.6155,11.0637,41.3386,,
164,C US Equity,8/29/2014,0.65,11.6836,43.3738,,
165,C US Equity,9/30/2014,0.6487,11.5098,43.6476,9.3482,83.1709
166,C US Equity,10/31/2014,0.6702,11.8918,44.869,,
167,C US Equity,11/28/2014,0.6757,11.9896,45.3779,,
168,C US Equity,12/31/2014,0.6884,11.9899,45.7015,9.2428,82.7649
169,C US Equity,1/30/2015,0.5974,10.4056,39.6386,,
170,C US Equity,2/27/2015,0.667,11.6179,44.1877,,
171,C US Equity,3/31/2015,0.6483,11.1879,43.3004,9.1309,71.2896
172,C US Equity,4/30/2015,0.6709,11.5788,44.8618,,
173,C US Equity,5/29/2015,0.6811,11.755,45.5608,,
174,C US Equity,6/30/2015,0.6807,8.9393,46.4401,8.9707,68.5873
175,C US Equity,7/31/2015,0.721,9.4684,49.2713,,
176,C US Equity,8/31/2015,0.6596,8.6618,44.8116,,
177,C US Equity,9/30/2015,0.6051,7.7554,41.6604,8.8487,61.5161
178,C US Equity,10/30/2015,0.6491,8.3195,44.9531,,
179,C US Equity,11/30/2015,0.6604,8.4635,45.6483,,
180,C US Equity,12/31/2015,0.6278,7.5241,43.8448,8.6169,58.1464
181,C US Equity,1/29/2016,0.5172,6.1985,35.2708,,
182,C US Equity,2/29/2016,0.4719,5.6555,33.1172,,
183,C US Equity,3/31/2016,0.4929,6.4829,35.3668,8.5132,58.6586
184,C US Equity,4/29/2016,0.5469,7.1939,39.1742,,
185,C US Equity,5/31/2016,0.5503,7.239,39.3639,,
186,C US Equity,6/30/2016,0.4892,6.8216,35.6455,8.5694,60.1654
187,C US Equity,7/29/2016,0.5074,7.0757,37.2233,,
188,C US Equity,8/31/2016,0.553,7.7105,40.4493,,
189,C US Equity,9/30/2016,0.5374,7.7444,39.8541,8.5582,59.8307
190,C US Equity,10/31/2016,0.5592,8.0592,41.8717,,
191,C US Equity,11/30/2016,0.6437,9.277,47.9881,,
192,C US Equity,12/30/2016,0.6807,9.7824,50.5912,,
193,C US Equity,12/31/2016,,,,8.6329,53.578
194,C US Equity,1/31/2017,0.6395,9.1898,47.5477,,
195,C US Equity,2/28/2017,0.687,9.8732,50.9951,,
196,C US Equity,3/31/2017,0.6725,9.7146,51.3081,8.7131,48.3428
197,C US Equity,4/28/2017,0.6664,9.6265,50.664,,
198,C US Equity,5/31/2017,0.6824,9.8578,51.6548,,
199,C US Equity,6/30/2017,0.7394,11.0597,57.3635,8.7829,62.7787
200,C US Equity,7/31/2017,0.7567,11.3193,58.3339,,
201,C US Equity,8/31/2017,0.7556,11.302,58.4359,,
202,C US Equity,9/29/2017,0.793,11.792,62.4286,,
203,C US Equity,9/30/2017,,,,8.9544,62.7884
204,C US Equity,10/31/2017,0.8013,11.9152,63.2632,,
205,C US Equity,11/30/2017,0.8266,12.292,65.4216,,
206,C US Equity,12/29/2017,0.9092,11.8759,64.456,,
207,C US Equity,12/31/2017,,,,9.5714,72.4344
208,C US Equity,1/31/2018,0.9589,12.5254,67.9251,,
209,C US Equity,2/28/2018,0.9261,12.0971,65.9893,,
210,C US Equity,3/30/2018,0.8159,10.2887,59.3545,,
211,C US Equity,3/31/2018,,,,10.3352,73.5111
212,C US Equity,4/30/2018,0.8252,10.4061,59.6447,,
213,C US Equity,5/31/2018,0.81,10.2134,57.8902,,
214,C US Equity,6/29/2018,0.8097,10.1583,59.0031,,
215,C US Equity,6/30/2018,,,,10.5394,69.8912
216,C US Equity,7/31/2018,0.8698,10.9127,62.6712,,
217,C US Equity,8/31/2018,0.8674,10.8822,62.2205,,
218,C US Equity,9/28/2018,0.8623,10.2958,62.9999,,
219,C US Equity,9/30/2018,,,,10.6886,68.7274
220,C US Equity,10/31/2018,0.7868,9.3945,57.4666,,
221,C US Equity,11/30/2018,0.7841,9.3623,57.0616,,
222,C US Equity,12/31/2018,0.6118,7.1978,45.6866,10.8019,71.1733
223,C US Equity,1/31/2019,0.7575,8.9123,56.5242,,
224,C US Equity,2/28/2019,0.7571,8.9081,56.9385,,
225,C US Equity,3/29/2019,0.7168,7.8443,55.3015,,
226,C US Equity,3/31/2019,,,,10.8861,80.0162
227,C US Equity,4/30/2019,0.8145,8.9134,62.7343,,
228,C US Equity,5/31/2019,0.7206,7.8859,55.7012,,
229,C US Equity,6/28/2019,0.7884,8.1544,62.436,,
230,C US Equity,6/30/2019,,,,11.0349,68.3792
231,C US Equity,7/31/2019,0.8011,8.2859,63.6798,,
232,C US Equity,8/30/2019,0.7299,7.5493,58.0626,,
233,C US Equity,9/30/2019,0.7679,7.959,62.3226,11.2359,56.3358
234,C US Equity,10/31/2019,0.7988,8.2793,64.6399,,
235,C US Equity,11/29/2019,0.841,8.7168,68.3876,,
236,C US Equity,12/31/2019,0.8741,8.2995,72.2948,11.262,71.8313
237,C US Equity,1/31/2020,0.8196,7.7815,68.278,,
238,C US Equity,2/28/2020,0.699,6.6364,57.4194,,
239,C US Equity,3/31/2020,0.4592,7.5223,39.1478,11.9301,82.2154
240,C US Equity,4/30/2020,0.5294,8.6725,44.4699,,
241,C US Equity,5/29/2020,0.5279,8.6472,44.502,,
242,C US Equity,6/30/2020,0.5653,8.7096,46.9095,12.7948,48.0473
243,C US Equity,7/31/2020,0.5589,8.6101,46.4391,,
244,C US Equity,8/31/2020,0.5713,8.8012,47.857,,
245,C US Equity,9/30/2020,0.4756,8.5317,40.1993,12.7802,26.8512
246,C US Equity,10/30/2020,0.4626,8.2988,38.7026,,
247,C US Equity,11/30/2020,0.6151,11.0337,52.3973,,
248,C US Equity,12/31/2020,0.6732,14.1121,57.8792,12.6302,24.995
249,C US Equity,1/29/2021,0.6385,13.3853,55.7215,,
250,C US Equity,2/26/2021,0.7254,15.2064,63.1828,,
251,C US Equity,3/31/2021,0.7852,7.6399,69.3879,12.6283,24.8739
252,C US Equity,4/30/2021,0.7742,7.5333,68.6582,,
253,C US Equity,5/31/2021,0.8554,8.3233,75.2798,,
254,C US Equity,6/30/2021,0.7462,7.0392,67.502,12.6684,42.2779
255,C US Equity,7/30/2021,0.7185,6.778,65.4144,,
256,C US Equity,8/31/2021,0.7641,7.208,69.5094,,
257,C US Equity,9/30/2021,0.7352,6.4788,68.1417,12.7771,7.7323
258,C US Equity,10/29/2021,0.7297,6.4309,67.6169,,
259,C US Equity,11/30/2021,0.6721,5.9232,62.0852,,
260,C US Equity,12/31/2021,0.6369,6.034,58.7253,12.7189,27.0733
261,C US Equity,1/31/2022,0.6868,6.5066,62.9353,,
262,C US Equity,2/28/2022,0.6296,5.9647,58.0928,,
263,C US Equity,3/31/2022,0.5687,5.8235,52.792,12.9545,43.597
264,C US Equity,4/29/2022,0.5187,5.3117,48.2995,,
265,C US Equity,5/31/2022,0.5747,5.8846,52.839,,
266,C US Equity,6/30/2022,0.4899,4.8271,45.5006,13.3108,33.942
267,C US Equity,7/29/2022,0.5584,5.5011,51.8708,,
268,C US Equity,8/31/2022,0.5251,5.1736,48.9867,,
269,C US Equity,9/30/2022,0.4495,4.6472,42.1144,13.243,69.991
270,MS US Equity,9/30/2003,1.3403,8.9026,29.229,,
271,MS US Equity,10/31/2003,1.4636,9.7221,31.9029,,
272,MS US Equity,11/28/2003,1.4014,9.2852,32.2224,,
273,MS US Equity,11/30/2003,,,,24.3644,549.5404
274,MS US Equity,12/31/2003,1.467,9.7202,33.5421,,
275,MS US Equity,1/30/2004,1.4821,9.8198,33.8522,,
276,MS US Equity,2/27/2004,1.469,9.3017,35.1159,,
277,MS US Equity,2/29/2004,,,,24.7343,1631.4313
278,MS US Equity,3/31/2004,1.4085,8.9188,33.4458,,
279,MS US Equity,4/30/2004,1.2688,8.0344,30.362,,
280,MS US Equity,5/28/2004,,,,,
281,MS US Equity,5/31/2004,1.2758,7.4695,31.4134,26.1259,1776.1416
282,MS US Equity,6/30/2004,1.2582,7.3662,30.8791,,
283,MS US Equity,7/30/2004,1.182,6.9199,29.0181,,
284,MS US Equity,8/27/2004,,,,,
285,MS US Equity,8/31/2004,1.1954,7.3981,29.7944,27.0944,1757.9386
286,MS US Equity,9/30/2004,1.1617,7.1896,28.9468,,
287,MS US Equity,10/29/2004,1.21,7.4884,30.3456,,
288,MS US Equity,11/26/2004,,,,,
289,MS US Equity,11/30/2004,1.1582,7.2589,30.0248,26.8286,577.7872
290,MS US Equity,12/31/2004,1.2671,7.9412,32.8871,,
291,MS US Equity,1/31/2005,1.2834,8.0433,33.1261,,
292,MS US Equity,2/25/2005,,,,,
293,MS US Equity,2/28/2005,1.301,7.637,33.707,27.3283,1945.7827
294,MS US Equity,3/31/2005,1.319,7.7425,33.9702,,
295,MS US Equity,4/29/2005,1.2183,7.1516,30.9449,,
296,MS US Equity,5/27/2005,,,,,
297,MS US Equity,5/31/2005,1.123,7.0044,29.2822,28.5248,678.0216
298,MS US Equity,6/30/2005,1.2035,7.5065,31.7469,,
299,MS US Equity,7/29/2005,1.223,7.628,31.976,,
300,MS US Equity,8/26/2005,,,,,
301,MS US Equity,8/31/2005,1.1728,6.8095,30.4451,29.2825,1543.5954
302,MS US Equity,9/30/2005,1.2436,7.2205,32.3345,,
303,MS US Equity,10/31/2005,1.2609,7.3206,33.0569,,
304,MS US Equity,11/25/2005,,,,,
305,MS US Equity,11/30/2005,1.2268,7.0812,33.9991,30.2382,770.1586
306,MS US Equity,12/30/2005,1.2424,7.171,34.1792,,
307,MS US Equity,12/31/2005,,,,,
308,MS US Equity,1/31/2006,1.3516,7.8018,37.1873,,
309,MS US Equity,2/24/2006,,,,,
310,MS US Equity,2/28/2006,1.2866,7.359,36.3143,31.3319,1739.044
311,MS US Equity,3/31/2006,1.3547,7.7488,38.5153,,
312,MS US Equity,4/28/2006,1.3925,7.9649,39.1427,,
313,MS US Equity,5/26/2006,,,,,
314,MS US Equity,5/31/2006,1.2074,6.3523,36.2328,31.8487,1742.6255
315,MS US Equity,6/30/2006,1.2801,6.7348,38.5102,,
316,MS US Equity,7/31/2006,1.3524,7.1153,40.4995,,
317,MS US Equity,8/25/2006,,,,,
318,MS US Equity,8/31/2006,1.2889,6.5685,40.2834,31.4711,832.6801
319,MS US Equity,9/29/2006,1.4284,7.2794,44.7864,,
320,MS US Equity,9/30/2006,,,,,
321,MS US Equity,10/31/2006,1.5028,7.6584,46.97,,
322,MS US Equity,11/24/2006,,,,,
323,MS US Equity,11/30/2006,1.432,8.1784,46.9169,31.9304,957.5953
324,MS US Equity,12/29/2006,1.5311,8.7443,50.1422,,
325,MS US Equity,12/31/2006,,,,,
326,MS US Equity,1/31/2007,1.5619,8.92,50.4119,,
327,MS US Equity,2/23/2007,,,,,
328,MS US Equity,2/28/2007,1.3301,7.237,46.1428,32.3864,1074.2557
329,MS US Equity,3/30/2007,1.3982,7.608,48.4564,,
330,MS US Equity,3/31/2007,,,,,
331,MS US Equity,4/30/2007,1.4965,8.1425,52.2826,,
332,MS US Equity,5/25/2007,,,,,
333,MS US Equity,5/31/2007,1.4398,7.6433,52.926,31.6489,1150.3961
334,MS US Equity,6/29/2007,1.4202,7.539,52.0344,,
335,MS US Equity,6/30/2007,,,,,
336,MS US Equity,7/31/2007,1.3077,6.942,48.9762,,
337,MS US Equity,8/31/2007,1.451,6.8993,46.4802,32.8706,1103.6482
338,MS US Equity,9/28/2007,1.4657,6.969,47.1721,,
339,MS US Equity,9/30/2007,,,,,
340,MS US Equity,10/31/2007,1.5709,7.4694,50.095,,
341,MS US Equity,11/30/2007,1.3857,18.1549,40.0866,34.6793,924.5419
342,MS US Equity,12/31/2007,1.396,18.2893,39.6888,,
343,MS US Equity,1/31/2008,1.3045,17.0904,36.5572,,
344,MS US Equity,2/29/2008,1.0924,21.7844,32.1821,34.2637,754.8948
345,MS US Equity,3/31/2008,1.1853,23.636,34.7164,,
346,MS US Equity,4/30/2008,1.2677,25.2792,37.0385,,
347,MS US Equity,5/30/2008,1.1154,197.5823,33.4672,,
348,MS US Equity,5/31/2008,,,,32.3628,335.9348
349,MS US Equity,6/30/2008,0.9096,161.1303,27.4839,,
350,MS US Equity,7/31/2008,1.003,177.678,30.2551,,
351,MS US Equity,8/29/2008,0.9995,283.9828,31.2447,,
352,MS US Equity,8/31/2008,,,,29.6605,166.1652
353,MS US Equity,9/30/2008,0.563,159.9707,17.8175,,
354,MS US Equity,10/31/2008,0.433,123.0221,13.4752,,
355,MS US Equity,11/28/2008,0.3779,7.7199,11.2445,,
356,MS US Equity,11/30/2008,,,,24.8144,236.5387
357,MS US Equity,12/31/2008,0.4109,8.3951,12.2178,,
358,MS US Equity,1/30/2009,0.5254,10.7345,16.5243,,
359,MS US Equity,2/27/2009,0.5075,10.3684,15.8086,,
360,MS US Equity,3/27/2009,,,,,
361,MS US Equity,3/31/2009,0.6598,43.9225,17.7182,21.0663,158.3413
362,MS US Equity,4/30/2009,0.6872,45.7442,18.8946,,
363,MS US Equity,5/29/2009,0.8813,58.6702,23.6638,,
364,MS US Equity,6/26/2009,,,,,
365,MS US Equity,6/30/2009,0.8253,56.3095,22.4461,19.6519,248.0501
366,MS US Equity,7/31/2009,0.8265,,22.5229,,
367,MS US Equity,8/31/2009,0.8399,,22.6132,,
368,MS US Equity,9/25/2009,,,,,
369,MS US Equity,9/30/2009,0.9011,,24.3635,19.6154,341.795
370,MS US Equity,10/30/2009,0.9387,,25.5431,,
371,MS US Equity,11/30/2009,0.9229,,24.6525,,
372,MS US Equity,12/31/2009,0.8582,12.1904,23.4346,20.8681,255.881
373,MS US Equity,1/29/2010,0.7779,11.0493,21.5267,,
374,MS US Equity,2/26/2010,0.8185,11.6269,22.2767,,
375,MS US Equity,3/31/2010,0.8388,9.8195,23.1393,21.0035,308.0157
376,MS US Equity,4/30/2010,0.8669,10.1482,24.2123,,
377,MS US Equity,5/31/2010,0.7777,9.1039,21.6009,,
378,MS US Equity,6/30/2010,0.621,7.3877,18.6074,20.3436,245.4555
379,MS US Equity,7/30/2010,0.7234,8.6068,21.4766,,
380,MS US Equity,8/31/2010,0.6618,7.8734,19.5305,,
381,MS US Equity,9/30/2010,0.6276,10.8868,19.7578,18.6124,255.869
382,MS US Equity,10/29/2010,0.6337,10.9933,19.8569,,
383,MS US Equity,11/30/2010,0.6233,10.8121,19.5242,,
384,MS US Equity,12/31/2010,0.688,9.9209,21.6849,17.3782,235.0513
385,MS US Equity,1/31/2011,0.7447,10.7379,23.2719,,
386,MS US Equity,2/28/2011,0.7518,10.8402,23.665,,
387,MS US Equity,3/31/2011,0.693,13.2026,21.8098,17.0876,247.9927
388,MS US Equity,4/29/2011,0.6646,12.6616,20.8361,,
389,MS US Equity,5/31/2011,0.614,11.6981,19.2888,,
390,MS US Equity,6/30/2011,0.6095,19.3268,18.3627,15.6097,205.6015
391,MS US Equity,7/29/2011,0.5907,18.7283,17.92,,
392,MS US Equity,8/31/2011,0.4646,14.7301,13.9799,,
393,MS US Equity,9/30/2011,0.3458,15.9454,11.1714,13.7167,141.4429
394,MS US Equity,10/31/2011,0.4528,20.8827,14.5677,,
395,MS US Equity,11/30/2011,0.3797,17.5088,11.5503,,
396,MS US Equity,12/30/2011,0.3869,18.0415,12.1649,,
397,MS US Equity,12/31/2011,,,,12.7819,182.1841
398,MS US Equity,1/31/2012,0.4782,,14.8759,,
399,MS US Equity,2/29/2012,0.4754,,15.061,,
400,MS US Equity,3/30/2012,0.5146,,15.811,,
401,MS US Equity,3/31/2012,,,,12.6151,210.8936
402,MS US Equity,4/30/2012,0.4541,,13.8557,,
403,MS US Equity,5/31/2012,0.3511,,10.6374,,
404,MS US Equity,6/29/2012,0.38,22.2707,11.6108,,
405,MS US Equity,6/30/2012,,,,12.522,156.4806
406,MS US Equity,7/31/2012,0.3572,20.9316,11.021,,
407,MS US Equity,8/31/2012,0.3922,22.9849,12.1867,,
408,MS US Equity,9/28/2012,0.4447,15.7807,13.6135,,
